RMSE,COMID,Name,Outlet,station_nm,Lat,Long,outlet_comid,type,Location
3.212795800359834,81034272,pe_basin_0_0165,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
3.4673388334794,81034272,pe_basin_0_0166,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
2.1848160114626967,81034272,pe_basin_0_0167,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
2.6127591438593596,81034272,pe_basin_0_0168,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
2.118815954326443,81034272,pe_basin_0_0169,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
2.212948219060919,81034272,pe_basin_0_0170,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
2.593101364044982,81034272,pe_basin_0_0171,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
2.8466359781475696,81034272,pe_basin_0_0172,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
3.1631366078988767,81034272,pe_basin_0_0173,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
2.835055019839415,81034272,pe_basin_0_0174,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
3.113045984274307,81034272,pe_basin_0_0175,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
2.231540169398194,81034272,pe_basin_0_0176,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
2.4869201344220837,81034272,pe_basin_0_0177,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
2.2014973588465123,81034272,pe_basin_0_0178,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
2.503700253895339,81034272,pe_basin_0_0179,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
2.8981552150128795,81034272,pe_basin_0_0180,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
2.985835503225396,81034272,pe_basin_0_0181,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
3.581142184913339,81034272,pe_basin_0_0182,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
4.172159185749273,81034272,pe_basin_0_0183,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
3.189511579871668,81034272,pe_basin_0_0184,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
1.7774108287719481,81034272,pe_basin_0_0185,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
2.412913774831748,81034272,pe_basin_0_0186,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
1.5204127836110612,81034272,pe_basin_0_0187,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
2.8263513761566155,81034272,pe_basin_0_0188,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
3.0604087211762896,81034272,pe_basin_0_0189,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
3.5053610020854733,81034272,pe_basin_0_0190,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
3.812055356361328,81034272,pe_basin_0_0191,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
4.279365812838373,81034272,pe_basin_0_0192,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
2.63381930066665,81034272,pe_basin_0_0193,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
2.994518812760369,81034272,pe_basin_0_0194,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
1.9747340285014918,81034272,pe_basin_0_0195,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
2.823335265449937,81034272,pe_basin_0_0196,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
3.1039066311083663,81034272,pe_basin_0_0197,81035794,ILIAMNA R NR PEDRO BAY AK,59.75795,-153.846887,81035794,Opt,South
