Name,temp_rmse,alpha,beta,mu,gamma,a_d,b_d,a_w,b_w
pe_basin_0_0000,2.480486069483983,8.789425,7.3275000000000015,1.876225,0.335075,0.6209375,0.44375,369.20125,0.090425
pe_basin_0_0001,3.5355825374786964,8.828275,8.316500000000001,0.6441250000000001,0.189375,1.2028124999999998,0.24625,353.94925,0.132075
pe_basin_0_0002,2.7687655813287835,8.867125,9.305500000000002,2.758675,0.355225,1.7846875,0.55125,338.69725,0.17372500000000002
pe_basin_0_0003,3.725545705314802,8.905975,10.2945,1.526575,0.209525,2.3665625,0.35375,323.44525,0.21537500000000004
pe_basin_0_0004,4.6470724698601416,8.944825,11.2835,0.29447500000000004,0.375375,0.5615625000000001,0.15625,308.19325,0.257025
pe_basin_0_0005,3.915612405924668,8.983675,12.2725,2.409025,0.229675,1.1434375,0.46125,292.94125,0.298675
pe_basin_0_0006,5.2579648235128476,9.022525,13.261500000000002,1.176925,0.395525,1.7253125,0.26375000000000004,277.68925,0.34032500000000004
pe_basin_0_0007,6.099360007065767,9.061375,14.250500000000002,-0.055175,0.249825,2.3071875,0.5687500000000001,262.43725,0.381975
pe_basin_0_0008,2.0695590532425334,9.100225,6.5965000000000025,2.059375,0.415675,0.5021875,0.37125,247.18525,0.423625
pe_basin_0_0009,2.749484323944224,9.139075,7.5855000000000015,0.827275,0.269975,1.0840625,0.17375000000000002,231.93325,0.4652750000000001
pe_basin_0_0010,2.2820759879854515,9.177925,8.5745,2.941825,0.435825,1.6659374999999998,0.47875,216.68125,0.5069250000000001
pe_basin_0_0011,3.1058018541565846,9.216775,9.5635,1.7097250000000002,0.290125,2.2478125,0.28125,201.42925,0.056125
pe_basin_0_0012,3.995006353301045,9.255625,10.552500000000002,0.477625,0.4559749999999999,0.4428125,0.5862499999999999,186.17725,0.097775
pe_basin_0_0013,3.4752083792530604,9.294475,11.541500000000005,2.592175,0.310275,1.0246875,0.38875,170.92525,0.13942500000000002
pe_basin_0_0014,4.7533439642111,9.333325,12.530500000000002,1.360075,0.476125,1.6065625,0.19125,155.67325,0.18107500000000004
pe_basin_0_0015,5.808756448903472,9.372175,13.5195,0.12797499999999998,0.330425,2.1884375,0.49625,140.42125,0.222725
pe_basin_0_0016,4.397801929921154,9.411025,14.508500000000002,2.242525,0.184725,0.3834374999999999,0.29875,125.16925,0.264375
pe_basin_0_0017,2.1625989493272337,9.449875,6.8545000000000025,1.010425,0.350575,0.9653125,0.60375,109.91725,0.306025
pe_basin_0_0018,3.1962954033458497,9.488725,7.8435000000000015,-0.221675,0.204875,1.5471874999999995,0.40625,94.66525,0.347675
pe_basin_0_0019,2.512209662226051,9.527575,8.8325,1.892875,0.370725,2.1290625,0.20875,79.41325,0.389325
pe_basin_0_0020,3.5327507852138065,9.566425,9.8215,0.6607750000000001,0.225025,0.3240625,0.51375,64.16125000000001,0.430975
pe_basin_0_0021,2.96762500580934,9.605275,10.8105,2.775325,0.390875,0.9059375,0.31625000000000003,48.90925,0.4726250000000001
pe_basin_0_0022,3.899933302991825,9.644125,11.799500000000002,1.543225,0.245175,1.4878125,0.6212500000000001,33.657250000000005,0.514275
pe_basin_0_0023,5.3512963951882115,9.682975,12.788500000000004,0.3111250000000001,0.411025,2.0696875,0.42375,18.40525,0.063475
pe_basin_0_0024,4.203403442189057,9.721825,13.777500000000002,2.425675,0.265325,0.2646875,0.22625,3.1532500000000003,0.105125
pe_basin_0_0025,5.922351143224702,9.760675,14.7665,1.193575,0.431175,0.8465625000000001,0.53125,371.10775,0.14677500000000002
pe_basin_0_0026,2.396678138484777,9.799525,7.1125000000000025,-0.038525,0.285475,1.4284375,0.33375,355.85575,0.188425
pe_basin_0_0027,2.076204186933571,9.838375,8.101500000000001,2.076025,0.451325,2.0103125,0.63875,340.60375,0.2300750000000001
pe_basin_0_0028,2.8509850598280946,9.877225,9.0905,0.843925,0.305625,0.2053125,0.44125,325.3517500000001,0.27172500000000005
pe_basin_0_0029,2.480964562733944,9.916075,10.0795,2.958475,0.471475,0.7871875,0.24375,310.09975,0.313375
pe_basin_0_0030,3.389519709209833,9.954925,11.0685,1.7263750000000002,0.3257749999999999,1.3690624999999998,0.5487500000000001,294.84775,0.35502500000000003
pe_basin_0_0031,4.302652767311795,9.993775,12.0575,0.494275,0.180075,1.9509375,0.35125,279.59575,0.3966750000000001
pe_basin_0_0032,3.8656861542175287,10.032625,13.046500000000002,2.6088250000000004,0.345925,0.1459375,0.15375000000000005,264.34375,0.438325
pe_basin_0_0033,4.579389101078909,10.071475,14.035500000000004,1.376725,0.200225,0.7278125,0.45875,249.09175,0.479975
pe_basin_0_0034,1.9401389951186792,10.110325,6.3815,0.14462500000000006,0.3660749999999999,1.3096875,0.26125,233.83975,0.5216250000000001
pe_basin_0_0035,2.1552758433440693,10.149175,7.3705000000000025,2.2591750000000004,0.220375,1.8915625,0.56625,218.58775,0.070825
pe_basin_0_0036,2.291842333642036,10.188025,8.3595,1.027075,0.386225,0.0865625,0.36875,203.33575,0.11247500000000002
pe_basin_0_0037,3.286589088368263,10.226875,9.3485,-0.205025,0.240525,0.6684375,0.17125,188.08375,0.154125
pe_basin_0_0038,2.8492872234257764,10.265725,10.337500000000002,1.909525,0.4063749999999999,1.2503124999999995,0.47625,172.83175,0.1957750000000001
pe_basin_0_0039,3.831911832656602,10.304575,11.3265,0.677425,0.260675,1.8321875,0.27875000000000005,157.57975,0.237425
pe_basin_0_0040,3.4299417802045467,10.343425,12.3155,2.791975,0.4265249999999999,2.4140625,0.58375,142.32774999999995,0.279075
pe_basin_0_0041,4.335704028421178,10.382275,13.3045,1.559875,0.280825,0.6090625000000001,0.38625,127.07575,0.32072500000000004
pe_basin_0_0042,6.195835187571722,10.421125,14.293500000000002,0.32777500000000004,0.4466749999999999,1.1909375,0.18875000000000008,111.82375,0.362375
pe_basin_0_0043,1.86000426273959,10.459975,6.6395,2.442325,0.300975,1.7728125,0.49375,96.57175,0.404025
pe_basin_0_0044,1.9453479140965968,10.498825,7.6285000000000025,1.210225,0.4668249999999999,2.3546875,0.29625,81.31975,0.445675
pe_basin_0_0045,2.6028665058815954,10.537675,8.6175,-0.02187500000000001,0.321125,0.5496875,0.6012500000000001,66.06775,0.487325
pe_basin_0_0046,2.610959838638503,10.576525,9.6065,2.0926750000000003,0.175425,1.1315625,0.40375,50.81575000000001,0.5289750000000001
pe_basin_0_0047,3.2712682194395333,10.615375,10.5955,0.8605750000000001,0.341275,1.7134375,0.20625,35.56375,0.07817500000000001
pe_basin_0_0048,2.7665442328296583,10.654225,11.584500000000002,2.975125,0.195575,2.2953125,0.51125,20.31175,0.119825
pe_basin_0_0049,3.940702579579287,10.693075,12.573500000000005,1.743025,0.361425,0.4903125,0.31375,5.05975,0.16147500000000006
pe_basin_0_0050,4.72304072805057,10.731925,13.562500000000002,0.5109250000000001,0.215725,1.0721874999999998,0.61875,373.01425,0.203125
pe_basin_0_0051,4.429390512250248,10.770775,14.5515,2.625475,0.381575,1.6540625,0.42125,357.76225,0.244775
pe_basin_0_0052,1.957157585042608,10.809625,6.897500000000001,1.393375,0.235875,2.2359375,0.22375,342.51025,0.28642500000000004
pe_basin_0_0053,2.1260926360062498,10.848475,7.8865000000000025,0.16127499999999995,0.401725,0.4309375,0.52875,327.2582500000001,0.328075
pe_basin_0_0054,2.120266259864009,10.887325,8.8755,2.275825,0.256025,1.0128125,0.33125000000000004,312.00625,0.369725
pe_basin_0_0055,2.736313049683172,10.926175,9.8645,1.043725,0.421875,1.5946874999999998,0.63625,296.75425,0.4113750000000001
pe_basin_0_0056,3.716392173775041,10.965025,10.8535,-0.188375,0.276175,2.1765625,0.43875,281.50225,0.453025
pe_basin_0_0057,3.462374772032053,11.003875,11.8425,1.926175,0.4420249999999999,0.3715625,0.24125,266.25025,0.494675
pe_basin_0_0058,4.419870414828777,11.042725,12.831500000000002,0.6940750000000001,0.29632499999999995,0.9534375,0.54625,250.99825,0.536325
pe_basin_0_0059,4.070298894543615,11.081575,13.820500000000004,2.808625,0.462175,1.5353125,0.34875,235.74625,0.085525
pe_basin_0_0060,4.9659478568795645,11.120425,14.809500000000005,1.576525,0.31647499999999995,2.1171875,0.15125000000000002,220.49425,0.127175
pe_basin_0_0061,2.241590581140087,11.159275,7.1555,0.344425,0.170775,0.3121875,0.45625,205.24225,0.168825
