Name,temp_rmse,alpha,beta,mu,gamma,a_d,b_d,a_w,b_w
pe_basin_0_0000,5.798234585327696,8.789425,7.3275000000000015,1.876225,0.335075,0.6209375,0.44375,369.20125,0.090425
pe_basin_0_0001,6.411418544482366,8.828275,8.316500000000001,0.6441250000000001,0.189375,1.2028124999999998,0.24625,353.94925,0.132075
pe_basin_0_0002,5.865077325907536,8.867125,9.305500000000002,2.758675,0.355225,1.7846875,0.55125,338.69725,0.17372500000000002
pe_basin_0_0003,6.465723207448684,8.905975,10.2945,1.526575,0.209525,2.3665625,0.35375,323.44525,0.21537500000000004
pe_basin_0_0004,8.077372024962836,8.944825,11.2835,0.29447500000000004,0.375375,0.5615625000000001,0.15625,308.19325,0.257025
pe_basin_0_0005,6.389890779843997,8.983675,12.2725,2.409025,0.229675,1.1434375,0.46125,292.94125,0.298675
pe_basin_0_0006,7.884997992554678,9.022525,13.261500000000002,1.176925,0.395525,1.7253125,0.26375000000000004,277.68925,0.34032500000000004
pe_basin_0_0007,8.620247576721916,9.061375,14.250500000000002,-0.055175,0.249825,2.3071875,0.5687500000000001,262.43725,0.381975
pe_basin_0_0008,5.456834275530183,9.100225,6.5965000000000025,2.059375,0.415675,0.5021875,0.37125,247.18525,0.423625
pe_basin_0_0009,6.214190737249359,9.139075,7.5855000000000015,0.827275,0.269975,1.0840625,0.17375000000000002,231.93325,0.4652750000000001
pe_basin_0_0010,5.600913408898967,9.177925,8.5745,2.941825,0.435825,1.6659374999999998,0.47875,216.68125,0.5069250000000001
pe_basin_0_0011,6.351548484467624,9.216775,9.5635,1.7097250000000002,0.290125,2.2478125,0.28125,201.42925,0.056125
pe_basin_0_0012,7.83685883813601,9.255625,10.552500000000002,0.477625,0.4559749999999999,0.4428125,0.5862499999999999,186.17725,0.097775
pe_basin_0_0013,6.304538231272097,9.294475,11.541500000000005,2.592175,0.310275,1.0246875,0.38875,170.92525,0.13942500000000002
pe_basin_0_0014,7.6748524738306045,9.333325,12.530500000000002,1.360075,0.476125,1.6065625,0.19125,155.67325,0.18107500000000004
pe_basin_0_0015,8.590724838068645,9.372175,13.5195,0.12797499999999998,0.330425,2.1884375,0.49625,140.42125,0.222725
pe_basin_0_0016,6.596057932780972,9.411025,14.508500000000002,2.242525,0.184725,0.3834374999999999,0.29875,125.16925,0.264375
pe_basin_0_0017,5.903027345502673,9.449875,6.8545000000000025,1.010425,0.350575,0.9653125,0.60375,109.91725,0.306025
pe_basin_0_0018,6.5653045590766395,9.488725,7.8435000000000015,-0.221675,0.204875,1.5471874999999995,0.40625,94.66525,0.347675
pe_basin_0_0019,6.125693685420716,9.527575,8.8325,1.892875,0.370725,2.1290625,0.20875,79.41325,0.389325
pe_basin_0_0020,6.758144848472107,9.566425,9.8215,0.6607750000000001,0.225025,0.3240625,0.51375,64.16125000000001,0.430975
pe_basin_0_0021,6.122419481365367,9.605275,10.8105,2.775325,0.390875,0.9059375,0.31625000000000003,48.90925,0.4726250000000001
pe_basin_0_0022,6.794951870627584,9.644125,11.799500000000002,1.543225,0.245175,1.4878125,0.6212500000000001,33.657250000000005,0.514275
pe_basin_0_0023,8.434840228648714,9.682975,12.788500000000004,0.3111250000000001,0.411025,2.0696875,0.42375,18.40525,0.063475
pe_basin_0_0024,6.656862059604207,9.721825,13.777500000000002,2.425675,0.265325,0.2646875,0.22625,3.1532500000000003,0.105125
pe_basin_0_0025,8.130370071188239,9.760675,14.7665,1.193575,0.431175,0.8465625000000001,0.53125,371.10775,0.14677500000000002
pe_basin_0_0026,6.3318796115590885,9.799525,7.1125000000000025,-0.038525,0.285475,1.4284375,0.33375,355.85575,0.188425
pe_basin_0_0027,5.826219737868247,9.838375,8.101500000000001,2.076025,0.451325,2.0103125,0.63875,340.60375,0.2300750000000001
pe_basin_0_0028,6.627355090793658,9.877225,9.0905,0.843925,0.305625,0.2053125,0.44125,325.3517500000001,0.27172500000000005
pe_basin_0_0029,5.8806002335981615,9.916075,10.0795,2.958475,0.471475,0.7871875,0.24375,310.09975,0.313375
pe_basin_0_0030,6.702244763145013,9.954925,11.0685,1.7263750000000002,0.3257749999999999,1.3690624999999998,0.5487500000000001,294.84775,0.35502500000000003
pe_basin_0_0031,7.1139280465945145,9.993775,12.0575,0.494275,0.180075,1.9509375,0.35125,279.59575,0.3966750000000001
pe_basin_0_0032,6.568439662187273,10.032625,13.046500000000002,2.6088250000000004,0.345925,0.1459375,0.15375000000000005,264.34375,0.438325
pe_basin_0_0033,7.089812600433245,10.071475,14.035500000000004,1.376725,0.200225,0.7278125,0.45875,249.09175,0.479975
