temp_rmse,COMID,Name,Outlet,station_nm,Lat,Long,outlet_comid,type,Location
4.86567785743341,81000092,pe_basin_2_0000,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.888291140088455,81000092,pe_basin_2_0001,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.866268465359565,81000092,pe_basin_2_0002,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.865997991364241,81000092,pe_basin_2_0003,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.866340463100803,81000092,pe_basin_2_0004,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.866586914440197,81000092,pe_basin_2_0005,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.866421595475076,81000092,pe_basin_2_0006,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.866367300918356,81000092,pe_basin_2_0007,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.866398015575688,81000092,pe_basin_2_0008,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.866489869218193,81000092,pe_basin_2_0009,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.865865359057125,81000092,pe_basin_2_0010,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.866677364946785,81000092,pe_basin_2_0011,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.8663223440783305,81000092,pe_basin_2_0012,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.866468423335382,81000092,pe_basin_2_0013,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.866616291021245,81000092,pe_basin_2_0014,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.866679650464424,81000092,pe_basin_2_0015,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.866307423456509,81000092,pe_basin_2_0016,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.8665975668538435,81000092,pe_basin_2_0017,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.866409560082804,81000092,pe_basin_2_0018,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
4.866559033427359,81000092,pe_basin_2_0019,81000005,MEADE R AT ATKASUK AK,70.49537600000001,-157.395848,81000005,Opt,North
2.5545634745178405,81002548,pe_basin_2_0000,81000433,SAGAVANIRKTOK R NR PUMP STA 3 AK,69.015833,-148.817778,81000433,Opt,North
