,alpha,beta,mu,gamma,a_d,b_d,a_w,b_w
pe_basin_3_0000,16.53999999999975,6.360000000000002,3.1000000000000005,0.1700000000000001,2.4199999647898633,0.3908429128666311,90.20882057496618,0.21535759711021815
pe_basin_3_0001,16.54,6.36,3.0882503802698413,0.17000000000000004,2.42,0.3942038940060842,98.2163963222661,0.2677180044948569
pe_basin_3_0002,16.54,6.36,3.1000000000000005,0.17000000000000004,2.42,0.38387004615341724,89.7590154400273,0.22855498077667183
pe_basin_3_0003,16.539999999999992,6.36,3.1000000000000005,0.17000000000000004,2.3950783833876894,0.48785886173257387,96.0079008977672,0.26672174120965364
pe_basin_3_0004,16.53999999999975,6.360000000000002,3.1000000000000005,0.1700000000000001,2.419999964828111,0.3908429049192568,90.20887911424416,0.21535773870498037
pe_basin_3_0005,16.54,6.36,3.1000000000000005,0.17000000000000004,2.395260533745147,0.4850454659506387,95.90750864943799,0.2657382828566155
pe_basin_3_0006,16.53999999999975,6.360000000000001,3.1000000000000005,0.1700000000000001,2.419999964824124,0.39084290505909774,90.2088835033584,0.21535769295258897
pe_basin_3_0007,16.53999999999975,6.360000000000001,3.1000000000000005,0.17000000000000007,2.4199999648144708,0.3908429129392847,90.20881868379173,0.21535761502944714
pe_basin_3_0008,16.539999999999754,6.360000000000002,3.1000000000000005,0.1700000000000001,2.4199999648275554,0.3908429044255349,90.20888512198368,0.2153577131138372
pe_basin_3_0009,16.539999999999754,6.360000000000001,3.1000000000000005,0.17000000000000007,2.4199999648241057,0.39084290479750655,90.20888208466916,0.21535769964886411
pe_basin_3_0010,16.539999999999754,6.360000000000002,3.1000000000000005,0.1700000000000001,2.4199999648281922,0.3908429041606338,90.208885386332,0.21535772262524655
pe_basin_3_0011,16.539999999999754,6.360000000000001,3.1000000000000005,0.1700000000000001,2.4199999648273325,0.39084290515642833,90.20887644114805,0.21535773284957388
pe_basin_3_0012,16.539999999999754,6.360000000000001,3.1000000000000005,0.17000000000000007,2.419999964823678,0.39084290496329155,90.20888280015554,0.21535769481160025
pe_basin_3_0013,16.539999999999754,6.360000000000002,3.1000000000000005,0.1700000000000001,2.419999964827283,0.3908429043359611,90.20888524202543,0.21535772584722618
pe_basin_3_0014,16.539999999999754,6.36,3.1000000000000005,0.17000000000000012,2.4199999648085244,0.39084291288577744,90.20881464326206,0.2153576103560422
pe_basin_3_0015,16.53999999999975,6.360000000000001,3.1000000000000005,0.1700000000000001,2.4199999648138424,0.39084291321742726,90.20881893957863,0.21535760911447305
pe_basin_3_0016,16.53999999999975,6.360000000000001,3.1000000000000005,0.1700000000000001,2.4199999648274093,0.3908429049903772,90.20888041750872,0.21535773100598116
pe_basin_3_0017,16.53999999999975,6.360000000000001,3.1000000000000005,0.1700000000000001,2.419999964814157,0.39084291297082935,90.20881861441895,0.215357613271508
pe_basin_3_0018,16.53999999999975,6.360000000000001,3.1000000000000005,0.1700000000000001,2.419999964819586,0.39084291248193,90.208815570894,0.21535760469275553
pe_basin_3_0019,16.53999999999975,6.360000000000002,3.1000000000000005,0.17000000000000007,2.419999964823965,0.39084290441297226,90.20888282919896,0.21535769440111655
