Name,temp_rmse,alpha,beta,mu,gamma,a_d,b_d,a_w,b_w
pe_basin_0_0117,3.5638159400842326,13.334875,10.6815,1.626475,0.423425,1.8678125,0.45125,117.54325,0.531425
pe_basin_0_0118,4.758089378462625,13.373725,11.6705,0.394375,0.277725,0.0628125,0.25375000000000003,102.29125,0.080625
pe_basin_0_0119,4.516045586937937,13.412575,12.6595,2.508925,0.443575,0.6446875000000001,0.5587500000000001,87.03925000000002,0.122275
pe_basin_0_0120,5.6028219801563175,13.451425,13.648500000000002,1.276825,0.297875,1.2265625,0.36125,71.78725,0.16392500000000002
pe_basin_0_0121,7.643056017783514,13.490275,14.637500000000005,0.04472499999999999,0.463725,1.8084375,0.16375,56.53525,0.205575
pe_basin_0_0122,2.2419292908790958,13.529125,6.9835,2.159275,0.318025,2.3903125,0.46875,41.28325,0.2472250000000001
pe_basin_0_0123,3.1381266243301313,13.567975,7.9725,0.927175,0.172325,0.5853125,0.27125,26.03125,0.288875
pe_basin_0_0124,2.4047828934829707,13.606825,8.961500000000003,3.041725,0.338175,1.1671874999999998,0.57625,10.77925,0.330525
pe_basin_0_0125,3.3919354271788937,13.645675,9.950500000000002,1.809625,0.192475,1.7490625,0.37875,378.73375,0.372175
pe_basin_0_0126,4.046132853466045,13.684525,10.9395,0.5775250000000001,0.358325,2.3309375,0.18125,363.48175,0.4138250000000001
pe_basin_0_0127,3.78315436714937,13.723375,11.9285,2.692075,0.212625,0.5259375000000001,0.48625,348.22975,0.455475
pe_basin_0_0128,5.071134275983205,13.762225,12.9175,1.4599749999999998,0.378475,1.1078125,0.28875,332.97775,0.497125
pe_basin_0_0129,6.017413432341718,13.801075,13.9065,0.227875,0.232775,1.6896875,0.59375,317.72575,0.5387750000000001
pe_basin_0_0130,5.944198480216848,13.839925,14.895500000000002,2.342425,0.398625,2.2715625,0.39625,302.47375,0.087975
pe_basin_0_0131,2.372574476006644,13.878775,7.2415,1.1103250000000002,0.252925,0.4665625,0.19875,287.2217500000001,0.12962500000000002
pe_basin_0_0132,2.5765630030784847,13.917625,8.230500000000001,-0.121775,0.418775,1.0484375,0.50375,271.96975,0.171275
pe_basin_0_0133,2.6496404704854237,13.956475,9.2195,1.992775,0.273075,1.6303124999999998,0.30625,256.71775,0.2129250000000001
pe_basin_0_0134,3.36844346893772,13.995325,10.2085,0.760675,0.438925,2.2121875,0.6112500000000001,241.46575,0.254575
pe_basin_0_0135,3.1634147269341573,14.034175,11.197500000000002,2.875225,0.293225,0.4071875,0.41375,226.21375,0.296225
pe_basin_0_0136,4.433060086317312,14.073025,12.186500000000002,1.643125,0.459075,0.9890625,0.21625,210.96175,0.33787500000000004
pe_basin_0_0137,5.594821834873979,14.111875,13.1755,0.4110250000000001,0.313375,1.5709375,0.52125,195.70975,0.379525
pe_basin_0_0138,5.449666977751826,14.150725,14.1645,2.525575,0.479225,2.1528125,0.32375,180.45775,0.421175
pe_basin_0_0139,2.115385236243573,14.189575,6.5105,1.2934750000000002,0.333525,0.3478125,0.62875,165.20575,0.462825
pe_basin_0_0140,2.7480261928902077,14.228425,7.4995,0.061374999999999985,0.187825,0.9296875,0.43125,149.95375,0.504475
pe_basin_0_0141,2.1983609380714637,14.267275,8.4885,2.1759250000000003,0.353675,1.5115625,0.23375,134.70174999999998,0.053675
pe_basin_0_0142,3.066596315205912,14.306125,9.4775,0.943825,0.207975,2.0934375,0.5387500000000001,119.44975,0.095325
pe_basin_0_0143,2.619354255458413,14.344975,10.4665,3.0583750000000003,0.373825,0.2884375,0.34125000000000005,104.19775,0.136975
pe_basin_0_0144,3.586276261887877,14.383825,11.4555,1.8262750000000003,0.228125,0.8703124999999999,0.14375000000000002,88.94575,0.17862500000000006
pe_basin_0_0145,5.004512702979988,14.422675,12.4445,0.594175,0.393975,1.4521875,0.44875,73.69375000000002,0.220275
pe_basin_0_0146,4.211518185888493,14.461525,13.433500000000002,2.708725,0.248275,2.0340625,0.25125000000000003,58.44175,0.261925
pe_basin_0_0147,6.077278782122562,14.500375,14.422500000000005,1.476625,0.414125,0.2290625,0.55625,43.18975,0.303575
pe_basin_0_0148,2.150486593350467,14.539225,6.7685,0.244525,0.268425,0.8109375000000001,0.35875,27.93775,0.3452250000000001
pe_basin_0_0149,2.054965849957222,14.578074999999998,7.7575,2.359075,0.434275,1.3928125,0.16125,12.685750000000002,0.386875
pe_basin_0_0150,2.3964749711806568,14.616924999999998,8.746500000000001,1.126975,0.288575,1.9746875,0.46625,380.64025,0.428525
pe_basin_0_0151,3.2364093358980504,14.655774999999998,9.735500000000002,-0.105125,0.454425,0.1696875,0.26875000000000004,365.38825,0.4701750000000001
pe_basin_0_0152,2.9476120215306856,14.694624999999998,10.7245,2.009425,0.308725,0.7515625,0.57375,350.13625,0.5118250000000001
pe_basin_0_0153,4.348048121885243,14.733475,11.713500000000002,0.777325,0.474575,1.3334374999999998,0.37625,334.88425,0.061025
pe_basin_0_0154,3.7252200537778455,14.772325,12.7025,2.891875,0.328875,1.9153125,0.17875000000000002,319.63225,0.10267500000000004
pe_basin_0_0155,4.558842272263809,14.811175,13.6915,1.659775,0.183175,0.1103125,0.48375,304.38025,0.144325
pe_basin_0_0156,6.6456387378514075,14.850025,14.680500000000002,0.427675,0.349025,0.6921875000000001,0.28625,289.12825,0.185975
pe_basin_0_0157,2.3476038719306915,14.888875,7.0265,2.542225,0.203325,1.2740625,0.59125,273.87625,0.227625
pe_basin_0_0158,2.0954400090060745,14.927725,8.015500000000001,1.3101250000000002,0.369175,1.8559375,0.39375,258.62425,0.26927500000000004
pe_basin_0_0159,2.7447316465127023,14.966575,9.0045,0.07802499999999997,0.223475,0.0509375,0.19625,243.37225,0.310925
pe_basin_0_0160,2.4888413333587533,15.005425,9.9935,2.192575,0.389325,0.6328125,0.50125,228.12025,0.352575
pe_basin_0_0161,3.3639767891642998,15.044275,10.982500000000002,0.960475,0.243625,1.2146875,0.30375,212.86825,0.3942250000000001
pe_basin_0_0162,3.2016796187128325,15.083125,11.9715,3.075025,0.4094749999999999,1.7965625,0.60875,197.61625,0.435875
pe_basin_0_0163,4.157036986107441,15.121975,12.9605,1.842925,0.263775,2.3784375,0.41125,182.36425,0.477525
pe_basin_0_0164,6.1679739224830925,15.160825,13.9495,0.6108250000000001,0.4296249999999999,0.5734375,0.21375,167.11225,0.519175
pe_basin_0_0165,4.93025859479476,15.199675,14.9385,2.725375,0.283925,1.1553125,0.51875,151.86025,0.068375
pe_basin_0_0166,2.187590916094685,15.238525,7.2845,1.493275,0.4497749999999999,1.7371875,0.32125000000000004,136.60825,0.110025
pe_basin_0_0167,2.2308237036849143,15.277375,8.2735,0.26117499999999993,0.304075,2.3190625,0.62625,121.35625,0.151675
pe_basin_0_0168,2.246042359329658,15.316225,9.2625,2.375725,0.4699249999999999,0.5140625000000001,0.42875,106.10425,0.193325
pe_basin_0_0169,2.781062101949804,15.355075,10.2515,1.143625,0.324225,1.0959375,0.23125,90.85225,0.23497500000000004
pe_basin_0_0170,3.852067215536557,15.393925,11.2405,-0.088475,0.17852500000000002,1.6778125,0.53625,75.60025,0.276625
pe_basin_0_0171,3.6391840953882046,15.432775,12.229500000000002,2.026075,0.344375,2.2596875,0.33875,60.34825,0.31827500000000003
pe_basin_0_0172,4.5337466543406055,15.471625,13.218500000000002,0.7939750000000001,0.198675,0.4546875,0.14125,45.09625000000001,0.359925
pe_basin_0_0173,4.573841773148233,15.510475,14.2075,2.908525,0.364525,1.0365624999999998,0.44625,29.84425,0.401575
pe_basin_0_0174,2.2251296572728285,15.549325,6.5535000000000005,1.676425,0.218825,1.6184375,0.24875000000000005,14.59225,0.443225
pe_basin_0_0175,2.142330164453518,15.588175,7.5425,0.4443250000000001,0.384675,2.2003125,0.55375,382.54675,0.484875
pe_basin_0_0176,2.1528112935042243,15.627025,8.531500000000001,2.558875,0.238975,0.3953125,0.35625,367.29475,0.5265250000000001
pe_basin_0_0177,2.4481331967618307,15.665875,9.5205,1.326775,0.404825,0.9771875,0.15875,352.04275,0.075725
pe_basin_0_0178,3.1475808140905883,15.704725,10.5095,0.09467499999999998,0.259125,1.5590624999999998,0.46375,336.79075,0.11737500000000002
pe_basin_0_0179,3.1571522155592184,15.743575,11.498500000000002,2.209225,0.424975,2.1409375,0.26625,321.53875,0.15902500000000006
pe_basin_0_0180,4.0791566178657375,15.782425,12.4875,0.977125,0.279275,0.3359375,0.57125,306.28675,0.200675
pe_basin_0_0181,4.103161125716266,15.821275,13.4765,3.0916750000000004,0.445125,0.9178125,0.37375,291.03475,0.242325
pe_basin_0_0182,5.037130561989751,15.860125,14.465500000000002,1.859575,0.29942499999999994,1.4996875,0.17625000000000002,275.78275,0.28397500000000003
pe_basin_0_0183,2.5576515399032402,15.898975,6.8115000000000006,0.627475,0.465275,2.0815625,0.48125,260.53075,0.325625
pe_basin_0_0184,2.1101384636777136,15.937825,7.8005,2.742025,0.31957499999999994,0.2765625,0.28375,245.27875,0.367275
pe_basin_0_0185,2.4118882880173587,15.976675,8.7895,1.509925,0.173875,0.8584375000000001,0.58875,230.02675,0.408925
pe_basin_0_0186,2.691875690328122,16.015525,9.7785,0.277825,0.33972499999999994,1.4403125,0.39125,214.77475,0.450575
pe_basin_0_0187,2.6187934402783712,16.054375,10.767500000000002,2.392375,0.194025,2.0221875,0.19375,199.52275,0.492225
pe_basin_0_0188,3.5734620248177023,16.093225,11.7565,1.160275,0.359875,0.2171875,0.49875,184.27075,0.5338750000000001
pe_basin_0_0189,4.47306011893408,16.132075,12.745500000000002,-0.071825,0.214175,0.7990625,0.30125,169.01874999999995,0.08307500000000001
pe_basin_0_0190,4.635726695979013,16.170925,13.7345,2.042725,0.380025,1.3809375,0.60625,153.76675,0.124725
pe_basin_0_0191,5.3816115986641515,16.209775,14.7235,0.8106249999999999,0.234325,1.9628125,0.40875,138.51475,0.166375
pe_basin_0_0192,2.644328987625584,16.248625,7.0695000000000014,2.9251750000000003,0.400175,0.1578125,0.21125,123.26275,0.208025
pe_basin_0_0193,2.04454128702799,16.287475,8.0585,1.693075,0.254475,0.7396874999999999,0.51625,108.01075000000002,0.2496750000000001
pe_basin_0_0194,2.5144540468686403,16.326325,9.0475,0.460975,0.420325,1.3215625,0.31875,92.75875,0.291325
pe_basin_0_0195,2.191120923087104,16.365175,10.0365,2.5755250000000003,0.274625,1.9034375,0.62375,77.50675000000003,0.332975
pe_basin_0_0196,3.174932365561828,16.404025,11.0255,1.343425,0.440475,0.0984375,0.42625,62.25475000000001,0.374625
pe_basin_0_0197,3.993383858902688,16.442875,12.014500000000002,0.11132499999999998,0.294775,0.6803125000000001,0.22875,47.00275,0.4162750000000001
pe_basin_0_0198,4.155155933927023,16.481725,13.0035,2.2258750000000003,0.460625,1.2621874999999998,0.53375,31.75075,0.457925
pe_basin_0_0199,5.1148854448381345,16.520575,13.9925,0.993775,0.314925,1.8440625,0.33625000000000005,16.49875,0.4995750000000001
pe_basin_1_0000,3.652114311582104,16.539999999999996,6.360000000060829,0.15459009740099888,0.31330014689333174,0.4135614646786511,0.37536155099143925,383.1882867436922,0.20776029325677636
pe_basin_1_0001,3.7977186958907376,16.54,6.36,0.15271128269763126,0.33673643165696787,0.40459315198720425,0.3798551257136167,365.9569424655927,0.21845902132653874
pe_basin_1_0002,3.69910681166353,16.539999999999996,6.41695313092753,-0.05388253096317455,0.3245290690220449,0.30174046754720857,0.33197242008377836,383.5,0.21529114066269545
pe_basin_1_0003,3.63592035238312,16.54,6.36,0.1904539781275396,0.3105576646744833,0.4106486886673627,0.3976048905552712,383.5,0.25633397369032584
pe_basin_1_0004,3.789635050323347,16.54,6.36,0.15866195398683308,0.3353924287114902,0.43042571527221823,0.39629173445238686,383.5,0.20511212662508757
pe_basin_1_0005,3.6708374426915316,16.54,6.392021747408246,-0.06513769121817818,0.3187920594939664,0.29305944837925413,0.31378013744077043,380.6429574886612,0.22048946045173978
pe_basin_1_0006,3.700216982238255,16.54,6.416213222963478,-0.05912694860497361,0.32467793374866866,0.296482676351347,0.3326843437462874,383.5,0.21469339191986056
