,alpha,beta,mu,gamma,a_d,b_d,a_w,b_w
pe_basin_4_0000,16.54,6.36,2.664259969136252,0.17000017226334735,1.6858455300918942,0.3431471024509833,192.0682181272943,0.5226608775112148
pe_basin_4_0001,16.529939652897585,6.36,2.4847178742040352,0.17000000000000004,1.5596148681791993,0.38047828583200344,212.4267020914701,0.54
pe_basin_4_0002,16.457949518669327,6.36,2.854868030200749,0.17000000000000004,1.5361953878227608,0.42193298016712977,232.50886777261383,0.54
pe_basin_4_0003,16.459230352543276,6.36,2.85463505045343,0.170003982601378,1.5243563236963924,0.42299222022079563,231.05214893169074,0.54
pe_basin_4_0004,16.450512586677572,6.36,2.8540129684356614,0.17000000000000004,1.5401433582936241,0.41498727652726936,230.52296887043795,0.54
pe_basin_4_0005,16.457781226436932,6.36,2.8549320330427244,0.17000000000000004,1.5361950744055446,0.4219285147943253,232.49627710712426,0.54
pe_basin_4_0006,16.4515232540899,6.360000000000001,2.8657508936277107,0.17000000000000004,1.5312302339760273,0.41895029255666927,232.12618809205412,0.5398773688059145
pe_basin_4_0007,16.457433515772937,6.36,2.849157260859412,0.17000000000000004,1.539981591907294,0.4182636299875193,229.86779638894757,0.5397322908291572
pe_basin_4_0008,16.455190073242562,6.36,2.8417828129105867,0.1700000003896155,1.5316770710545287,0.4179204923008044,230.66678268551908,0.5395401375804559
pe_basin_4_0009,16.455812958902204,6.36,2.850503242112787,0.1700000019515574,1.5383177055992414,0.4224149509420967,230.64454470918486,0.5396624620088155
pe_basin_4_0010,16.45068188314663,6.36,2.8579286039214873,0.17000000000000004,1.5358420425152894,0.4230119505167836,231.07624143492677,0.5399999986583155
pe_basin_4_0011,16.447693543090825,6.36,2.8525532962928235,0.17000014436751198,1.534810780877383,0.42147310778934327,230.67427395374241,0.5399953165860145
pe_basin_4_0012,16.457755054774733,6.36,2.847332300048731,0.17000000000000004,1.5341410628045715,0.4181466254901846,229.6641933462571,0.5398010557753514
pe_basin_4_0013,16.449750382630462,6.36,2.8526715617511904,0.1700000109041186,1.5386835629682867,0.42284037044279604,231.11985478690775,0.5399913148451672
pe_basin_4_0014,16.458504749050114,6.36,2.858309638557561,0.1700000015422339,1.5337907785974205,0.4206894055779518,232.94299062967866,0.5381384595752742
pe_basin_4_0015,16.454692217754445,6.360000000000001,2.834843985920208,0.17000000000000004,1.543296156520074,0.42131616409472844,227.04600126353736,0.5399988837214411
pe_basin_4_0016,16.53924470340238,6.36,2.6598612906223305,0.17000016009391627,1.6755021387525681,0.33713720883216236,194.12184990854902,0.5230647801334961
pe_basin_4_0017,16.4481155089262,6.36,2.8602421189490457,0.17000000000000004,1.53582703844313,0.4224382409297367,231.953368621414,0.54
pe_basin_4_0018,16.539121932341292,6.36,2.6889110261813975,0.17000002023805108,1.6973162838039608,0.3372888537250465,192.57110798468625,0.5225968876444855
pe_basin_4_0019,16.44916857735103,6.360000000000001,2.858702494725292,0.1700000059689235,1.5359248886890047,0.41736551025474933,231.45469188222327,0.54
